subject_code_1;subject_code_2;n_cooc;difficulty_score_any
05.567;05.586;272;0.143382
05.567;05.587;97;0.206186
05.567;05.588;135;0.022222
05.567;05.589;573;0.157068
05.567;05.590;1951;0.08816
05.567;05.591;1267;0.017364
05.567;05.592;58;0.12069
05.567;05.593;227;0.096916
05.567;05.594;71;0.112676
05.567;05.595;1626;0.012915
05.567;05.596;963;0.033229
05.567;05.597;179;0.089385
05.567;05.598;198;0.050505
05.567;05.599;116;0.068966
05.567;05.600;120;0.108333
05.567;05.601;152;0.190789
05.567;05.604;155;0.077419
05.567;05.607;96;0.145833
05.567;05.611;1348;0.117953
05.567;05.613;613;0.066884
05.567;05.614;423;0.12766
05.567;05.615;3085;0.001945
05.567;05.616;102;0.107843
05.567;22.400;33;0.181818
05.568;05.554;46;0.065217
05.568;05.555;178;0.146067
05.568;05.556;50;0.08
05.568;05.557;1323;0.038549
05.568;05.558;711;0.070323
05.568;05.559;132;0.083333
05.568;05.560;169;0.071006
05.568;05.561;100;0.07
05.568;05.562;113;0.106195
05.568;05.563;108;0.212963
05.568;05.564;126;0.18254
05.568;05.565;79;0.139241
05.568;05.566;1497;0.207081
05.568;05.567;538;0.053903
05.568;05.568;0;0
05.568;05.569;1550;0.170968
05.568;05.570;1514;0.317041
05.568;05.571;1077;0.212628
05.568;05.572;1089;0.100092
05.568;05.573;1455;0.209622
05.568;05.574;315;0.038095
05.568;05.575;970;0.13299
05.568;05.576;100;0.26
05.568;05.577;156;0.038462
05.568;05.578;213;0.051643
05.568;05.579;378;0.050265
05.568;05.580;79;0.126582
05.568;05.581;78;0.192308
05.568;05.582;808;0.173267
05.568;05.583;78;0.217949
05.568;05.584;146;0.130137
05.568;05.585;1064;0.158835
05.568;05.586;188;0.202128
05.568;05.587;83;0.204819
05.568;05.588;115;0.017391
05.568;05.589;408;0.196078
05.568;05.590;1138;0.1529
05.568;05.591;431;0.064965
05.568;05.592;57;0.122807
05.568;05.593;191;0.115183
05.568;05.594;75;0.16
05.568;05.595;450;0.062222
05.568;05.596;384;0.109375
05.568;05.597;157;0.133758
05.568;05.598;180;0.055556
05.568;05.599;109;0.165138
05.568;05.600;116;0.12069
05.568;05.601;107;0.168224
05.568;05.604;136;0.139706
05.568;05.607;119;0.12605
05.568;05.611;2082;0.168588
05.568;05.613;604;0.057947
05.568;05.614;305;0.216393
05.568;05.615;692;0.096821
05.568;05.616;79;0.126582
05.568;22.400;37;0.189189
05.569;05.554;619;0.3021
05.569;05.555;2353;0.032299
05.569;05.556;89;0.11236
05.569;05.557;26;0.230769
05.569;05.558;2496;0.21234
05.569;05.559;2014;0.173287
05.569;05.560;1294;0.156878
05.569;05.561;939;0.074547
05.569;05.562;1767;0.109225
05.569;05.563;2533;0.300434
05.569;05.564;1754;0.217788
05.569;05.565;1356;0.121681
05.569;05.566;1764;0.18424
05.569;05.567;1225;0.147755
05.569;05.568;1400;0.098571
05.569;05.569;0;0
05.569;05.570;819;0.185592
05.569;05.571;1137;0.230431
05.569;05.572;1251;0.147082
05.569;05.573;1732;0.230947
05.569;05.574;309;0.074434
05.569;05.575;963;0.180685
05.569;05.576;105;0.295238
05.569;05.577;153;0.058824
05.569;05.578;207;0.062802
05.569;05.579;334;0.062874
05.569;05.580;58;0.155172
05.569;05.581;68;0.220588
05.569;05.582;720;0.2
05.569;05.583;58;0.275862
05.569;05.584;191;0.235602
05.569;05.585;1095;0.20274
05.569;05.586;282;0.262411
05.569;05.587;100;0.25
05.569;05.588;131;0.030534
05.569;05.589;576;0.260417
05.569;05.590;1355;0.210332
05.569;05.591;414;0.13285
05.569;05.592;53;0.169811
05.569;05.593;289;0.221453
05.569;05.594;74;0.148649
05.569;05.595;425;0.152941
05.569;05.596;371;0.169811
05.569;05.597;192;0.166667
05.569;05.598;184;0.076087
05.569;05.599;116;0.163793
05.569;05.600;139;0.165468
05.569;05.601;113;0.168142
05.569;05.604;164;0.121951
05.569;05.607;115;0.156522
05.569;05.611;1520;0.165789
05.569;05.613;543;0.071823
05.569;05.614;206;0.213592
05.569;05.615;606;0.130363
05.569;05.616;83;0.084337
05.569;22.400;23;0.130435
05.570;05.554;1701;0.134039
05.570;05.555;1039;0.151107
05.570;05.556;3203;0.385888
05.570;05.557;774;0.138243
05.570;05.558;905;0.075138
05.570;05.559;1404;0.2151
05.570;05.560;287;0.052265
05.570;05.561;1068;0.093633
05.570;05.562;71;0.211268
05.570;05.563;133;0.052632
05.570;05.564;195;0.076923
05.570;05.565;297;0.050505
05.570;05.566;67;0.149254
05.570;05.567;51;0.117647
05.570;05.568;550;0.165455
05.570;05.569;63;0.238095
05.570;05.570;0;0
05.570;05.571;925;0.389189
05.570;05.572;906;0.199779
05.570;05.573;1817;0.361585
05.570;05.574;341;0.170088
05.570;05.575;1035;0.274396
05.570;05.576;72;0.277778
05.570;05.577;112;0.142857
05.570;05.578;151;0.119205
05.570;05.579;349;0.065903
05.570;05.580;67;0.208955
05.570;05.581;43;0.232558
05.570;05.582;399;0.320802
05.570;05.583;50;0.3
05.570;05.584;122;0.262295
05.570;05.585;1012;0.290514
05.570;05.586;134;0.276119
05.570;05.587;60;0.25
05.570;05.588;114;0.008772
05.570;05.589;332;0.298193
05.570;05.590;1290;0.308527
05.570;05.591;518;0.216216
05.570;05.592;39;0.102564
05.570;05.593;134;0.208955
05.570;05.594;36;0.194444
05.570;05.595;556;0.318345
05.570;05.596;343;0.282799
05.570;05.597;111;0.243243
05.570;05.598;147;0.14966
05.570;05.599;71;0.197183
05.570;05.600;74;0.202703
05.570;05.601;77;0.311688
05.570;05.604;86;0.27907
05.570;05.607;67;0.298507
05.570;05.611;1298;0.276579
05.570;05.613;477;0.106918
05.570;05.614;3371;0.437852
05.570;05.615;885;0.264407
05.570;05.616;77;0.077922
05.570;22.400;128;0.4375
05.571;05.554;119;0.12605
05.571;05.555;1035;0.128502
05.571;05.556;148;0.148649
05.571;05.557;61;0.098361
05.571;05.558;105;0
05.571;05.559;325;0.129231
05.571;05.560;1204;0.112957
05.571;05.561;538;0.061338
05.571;05.562;40;0.025
05.571;05.563;157;0.076433
05.571;05.564;59;0.135593
05.571;05.565;581;0.05852
05.571;05.566;315;0.073016
05.571;05.567;94;0.021277
05.571;05.568;152;0.032895
05.571;05.569;67;0.104478
05.571;05.570;84;0.059524
05.571;05.571;0;0
05.571;05.572;1022;0.142857
05.571;05.573;1161;0.267873
05.571;05.574;343;0.087464
05.571;05.575;1097;0.160438
05.571;05.576;111;0.216216
05.571;05.577;117;0.051282
05.571;05.578;167;0.155689
05.571;05.579;277;0.122744
05.571;05.580;132;0.189394
05.571;05.581;102;0.215686
05.571;05.582;934;0.233405
05.571;05.583;111;0.27027
05.571;05.584;231;0.199134
05.571;05.585;1197;0.216374
05.571;05.586;295;0.213559
05.571;05.587;167;0.263473
05.571;05.588;127;0.07874
05.571;05.589;782;0.230179
05.571;05.590;1341;0.199105
05.571;05.591;463;0.103672
05.571;05.592;53;0.09434
05.571;05.593;306;0.124183
05.571;05.594;77;0.207792
05.571;05.595;470;0.13617
05.571;05.596;387;0.113695
05.571;05.597;182;0.131868
05.571;05.598;139;0.057554
05.571;05.599;102;0.058824
05.571;05.600;141;0.049645
05.571;05.601;138;0.231884
05.571;05.604;211;0.184834
05.571;05.607;135;0.214815
05.571;05.611;1072;0.203358
05.571;05.613;517;0.137331
05.571;05.614;332;0.222892
05.571;05.615;690;0.102899
05.571;05.616;77;0.090909
05.571;22.400;44;0.340909
05.572;05.554;89;0.123596
05.572;05.555;109;0.12844
05.572;05.556;65;0.061538
05.572;05.557;1330;0.122556
05.572;05.558;507;0.047337
05.572;05.559;2348;0.23339
05.572;05.560;893;0.06383
05.572;05.561;52;0.076923
05.572;05.562;82;0.243902
05.572;05.563;2224;0.156025
05.572;05.564;2585;0.388395
05.572;05.565;1137;0.186456
05.572;05.566;2844;0.278129
05.572;05.567;5308;0.459872
05.572;05.568;2394;0.329156
05.572;05.569;1649;0.187993
05.572;05.570;2517;0.272944
05.572;05.571;1304;0.148773
05.572;05.572;0;0
05.572;05.573;1019;0.158979
05.572;05.574;805;0.013665
05.572;05.575;2129;0.080319
05.572;05.576;100;0.16
05.572;05.577;157;0.050955
05.572;05.578;203;0.034483
05.572;05.579;403;0.07196
05.572;05.580;112;0.071429
05.572;05.581;104;0.182692
05.572;05.582;983;0.131231
05.572;05.583;103;0.242718
05.572;05.584;221;0.117647
05.572;05.585;1678;0.107271
05.572;05.586;315;0.104762
05.572;05.587;142;0.161972
05.572;05.588;131;0
05.572;05.589;681;0.14978
05.572;05.590;1081;0.113784
05.572;05.591;868;0.032258
05.572;05.592;58;0.103448
05.572;05.593;257;0.054475
05.572;05.594;60;0.1
05.572;05.595;798;0.017544
05.572;05.596;364;0.063187
05.572;05.597;219;0.068493
05.572;05.598;202;0.054455
05.572;05.599;145;0.034483
05.572;05.600;119;0.07563
05.572;05.601;143;0.097902
05.572;05.604;183;0.071038
05.572;05.607;114;0.096491
05.572;05.611;1098;0.090164
05.572;05.613;659;0.068285
05.572;05.614;248;0.149194
05.572;05.615;1189;0.018503
05.572;05.616;79;0.063291
05.572;22.400;30;0.066667
05.573;05.554;1743;0.172691
05.573;05.555;1890;0.178836
05.573;05.556;1123;0.135352
05.573;05.557;3381;0.455782
05.573;05.558;1155;0.251948
05.573;05.559;1004;0.12251
05.573;05.560;1854;0.247033
05.573;05.561;379;0.105541
05.573;05.562;1252;0.193291
05.573;05.563;88;0.181818
05.573;05.564;151;0.039735
05.573;05.565;236;0.038136
05.573;05.566;413;0.026634
05.573;05.567;68;0.058824
05.573;05.568;54;0.12963
05.573;05.569;502;0.179283
05.573;05.570;58;0.189655
05.573;05.571;117;0.136752
05.573;05.572;1328;0.192018
05.573;05.573;0;0
05.573;05.574;318;0.075472
05.573;05.575;1009;0.203171
05.573;05.576;100;0.21
05.573;05.577;151;0.059603
05.573;05.578;225;0.053333
05.573;05.579;394;0.06599
05.573;05.580;86;0.127907
05.573;05.581;61;0.262295
05.573;05.582;784;0.223214
05.573;05.583;71;0.309859
05.573;05.584;165;0.248485
05.573;05.585;1104;0.203804
05.573;05.586;240;0.25
05.573;05.587;90;0.222222
05.573;05.588;123;0.02439
05.573;05.589;442;0.219457
05.573;05.590;1359;0.236203
05.573;05.591;511;0.16047
05.573;05.592;46;0.065217
05.573;05.593;244;0.184426
05.573;05.594;66;0.090909
05.573;05.595;494;0.17004
05.573;05.596;412;0.179612
05.573;05.597;168;0.166667
05.573;05.598;187;0.128342
05.573;05.599;110;0.145455
05.573;05.600;137;0.218978
05.573;05.601;114;0.184211
05.573;05.604;157;0.210191
05.573;05.607;98;0.173469
05.573;05.611;1458;0.20439
05.573;05.613;623;0.089888
05.573;05.614;413;0.372881
05.573;05.615;814;0.179361
05.573;05.616;103;0.15534
05.573;22.400;35;0.171429
05.574;05.554;176;0.215909
05.574;05.555;70;0.142857
05.574;05.556;109;0.009174
05.574;05.557;360;0.188889
05.574;05.558;1426;0.199158
05.574;05.559;655;0.164885
05.574;05.560;43;0.069767
05.574;05.561;165;0.133333
05.574;05.562;60;0.1
05.574;05.563;775;0.188387
05.574;05.564;473;0.205074
05.574;05.565;124;0.120968
05.574;05.566;148;0.060811
05.574;05.567;81;0.148148
05.574;05.568;87;0.172414
05.574;05.569;104;0.125
05.574;05.570;94;0.223404
05.574;05.571;72;0.138889
05.574;05.572;1502;0.121838
05.574;05.573;600;0.035
05.574;05.574;0;0
05.574;05.575;741;0.014845
05.574;05.576;395;0.210127
05.574;05.577;49;0.040816
05.574;05.578;74;0.040541
05.574;05.579;209;0.105263
05.574;05.580;30;0.033333
05.574;05.581;123;0.089431
05.574;05.582;259;0.100386
05.574;05.583;112;0.169643
05.574;05.584;71;0.126761
05.574;05.585;842;0.033254
05.574;05.586;128;0.070312
05.574;05.587;135;0.140741
05.574;05.588;32;0
05.574;05.589;294;0.102041
05.574;05.590;362;0.074586
05.574;05.591;1038;0.052987
05.574;05.592;120;0.1
05.574;05.593;49;0.040816
05.574;05.594;37;0.108108
05.574;05.595;671;0
05.574;05.596;134;0.029851
05.574;05.597;338;0.056213
05.574;05.598;132;0.015152
05.574;05.599;158;0.031646
05.574;05.600;36;0.055556
05.574;05.601;170;0.076471
05.574;05.604;55;0.036364
05.574;05.607;34;0.029412
05.574;05.611;335;0.086567
05.574;05.613;167;0.02994
05.574;05.614;123;0.105691
05.574;05.615;718;0.005571
05.574;05.616;159;0.031447
05.574;22.400;26;0.115385
05.575;05.554;387;0.307494
05.575;05.555;1213;0.198681
05.575;05.556;66;0.121212
05.575;05.557;70;0.314286
05.575;05.558;1224;0.173203
05.575;05.559;1183;0.153001
05.575;05.560;1508;0.154509
05.575;05.561;2245;0.267706
05.575;05.562;1250;0.2504
05.575;05.563;1708;0.172717
05.575;05.564;1616;0.205446
05.575;05.565;1476;0.186992
05.575;05.566;1549;0.151065
05.575;05.567;2178;0.171717
05.575;05.568;1731;0.189486
05.575;05.569;1791;0.335008
05.575;05.570;1228;0.213355
05.575;05.571;1071;0.141923
05.575;05.572;2003;0.231153
05.575;05.573;322;0.074534
05.575;05.574;1044;0.176245
05.575;05.575;0;0
05.575;05.576;126;0.174603
05.575;05.577;125;0.12
05.575;05.578;167;0.113772
05.575;05.579;352;0.110795
05.575;05.580;110;0.172727
05.575;05.581;123;0.178862
05.575;05.582;849;0.170789
05.575;05.583;120;0.266667
05.575;05.584;202;0.168317
05.575;05.585;1938;0.141899
05.575;05.586;278;0.154676
05.575;05.587;154;0.24026
05.575;05.588;130;0.015385
05.575;05.589;834;0.211031
05.575;05.590;1433;0.104676
05.575;05.591;1376;0.013081
05.575;05.592;49;0.081633
05.575;05.593;234;0.098291
05.575;05.594;69;0.231884
05.575;05.595;789;0.020279
05.575;05.596;571;0.043783
05.575;05.597;178;0.067416
05.575;05.598;176;0.039773
05.575;05.599;115;0.06087
05.575;05.600;135;0.074074
05.575;05.601;121;0.190083
05.575;05.604;173;0.098266
05.575;05.607;118;0.101695
05.575;05.611;930;0.125806
05.575;05.613;560;0.103571
05.575;05.614;348;0.152299
05.575;05.615;1954;0.011771
05.575;05.616;103;0.106796
05.575;22.400;36;0.166667
05.576;05.554;100;0.31
05.576;05.555;153;0.045752
05.576;05.556;241;0.045643
05.576;05.557;392;0.048469
05.576;05.558;95;0.157895
05.576;05.559;54;0.203704
05.576;05.560;668;0.218563
05.576;05.561;62;0.177419
05.576;05.562;163;0.171779
05.576;05.563;1157;0.165082
05.576;05.564;199;0.226131
05.576;05.565;95;0.231579
05.576;05.566;120;0.016667
05.576;05.567;445;0.211236
05.576;05.568;1375;0.188364
05.576;05.569;487;0.117043
05.576;05.570;45;0.066667
05.576;05.571;233;0.124464
05.576;05.572;75;0.133333
05.576;05.573;607;0.107084
05.576;05.574;457;0.170678
05.576;05.575;160;0.2125
05.576;05.576;0;0
05.576;05.577;13;0.076923
05.576;05.578;21;0
05.576;05.579;54;0.259259
05.576;05.580;5;0.101124
05.576;05.581;54;0.333333
05.576;05.582;126;0.293651
05.576;05.583;43;0.348837
05.576;05.584;29;0.172414
05.576;05.585;148;0.277027
05.576;05.586;34;0.264706
05.576;05.587;46;0.413043
05.576;05.588;5;0.163043
05.576;05.589;151;0.278146
05.576;05.590;97;0.268041
05.576;05.591;225;0.182222
05.576;05.592;60;0.216667
05.576;05.593;13;0.230769
05.576;05.594;11;0
05.576;05.595;47;0.106383
05.576;05.596;37;0.135135
05.576;05.597;360;0.244444
05.576;05.598;76;0.184211
05.576;05.599;112;0.1875
05.576;05.600;9;0.267717
05.576;05.601;85;0.270588
05.576;05.604;9;0.134921
05.576;05.607;10;0.2
05.576;05.611;111;0.243243
05.576;05.613;49;0.183673
05.576;05.614;38;0.315789
05.576;05.615;110;0.145455
05.576;05.616;108;0.194444
05.576;22.400;6;0.219178
05.577;05.554;178;0.179245
05.577;05.555;92;0.148544
05.577;05.556;127;0.0528
05.577;05.557;126;0.133641
05.577;05.558;146;0.145952
05.577;05.559;106;0.183673
05.577;05.560;1683;0.244444
05.577;05.561;625;0.022082
05.577;05.562;217;0.195663
05.577;05.563;877;0.450432
05.577;05.564;98;0.268311
05.577;05.565;45;0.148673
05.577;05.566;1902;0.213613
05.577;05.567;1937;0.168636
05.577;05.568;2431;0.113967
05.577;05.569;1338;0.169
05.577;05.570;1130;0.155642
05.577;05.571;1381;0.396736
05.577;05.572;931;0.176329
05.577;05.573;1167;0.100662
05.577;05.574;1000;0.241604
05.577;05.575;771;0.054545
05.577;05.576;1593;0.137572
05.577;05.577;0;0
05.577;05.578;275;0.170909
05.577;05.579;107;0.018692
05.577;05.580;81;0.17284
05.577;05.581;10;0.2
05.577;05.582;106;0.084906
05.577;05.583;14;0.071429
05.577;05.584;82;0.207317
05.577;05.585;145;0.124138
05.577;05.586;28;0.107143
05.577;05.587;13;0
05.577;05.588;33;0.030303
05.577;05.589;130;0.130769
05.577;05.590;97;0.061856
05.577;05.591;69;0.057971
05.577;05.592;18;0.055556
05.577;05.593;57;0.122807
05.577;05.594;235;0.204255
05.577;05.595;47;0.148936
05.577;05.596;63;0.111111
05.577;05.597;13;0
05.577;05.598;22;0
05.577;05.599;9;0.170213
05.577;05.600;22;0.045455
05.577;05.601;30;0.066667
05.577;05.604;64;0.1875
05.577;05.607;57;0.192982
05.577;05.611;143;0.027972
05.577;05.613;197;0.050761
05.577;05.614;26;0.230769
05.577;05.615;77;0.103896
05.577;05.616;31;0.096774
05.577;22.400;5;0.100917
05.578;05.554;828;0.159664
05.578;05.555;755;0.078838
05.578;05.556;1072;0.240741
05.578;05.557;330;0.134328
05.578;05.558;865;0.209125
05.578;05.559;94;0.178571
05.578;05.560;109;0.10989
05.578;05.561;119;0.14859
05.578;05.562;241;0.202312
05.578;05.563;108;0.178571
05.578;05.564;67;0.051471
05.578;05.565;526;0.174684
05.578;05.566;84;0.149682
05.578;05.567;182;0.07483
05.578;05.568;922;0.15
05.578;05.569;173;0.092391
05.578;05.570;112;0.215385
05.578;05.571;136;0.065574
05.578;05.572;395;0.08284
05.578;05.573;942;0.10596
05.578;05.574;441;0.028571
05.578;05.575;40;0.079208
05.578;05.576;184;0.117647
05.578;05.577;65;0.15625
05.578;05.578;0;0
05.578;05.579;98;0.040816
05.578;05.580;91;0.10989
05.578;05.581;13;0.076923
05.578;05.582;193;0.150259
05.578;05.583;22;0.045455
05.578;05.584;82;0.231707
05.578;05.585;171;0.146199
05.578;05.586;46;0.086957
05.578;05.587;19;0.052632
05.578;05.588;29;0.068966
05.578;05.589;183;0.196721
05.578;05.590;140;0.121429
05.578;05.591;79;0.101266
05.578;05.592;25;0
05.578;05.593;62;0.112903
05.578;05.594;263;0.273764
05.578;05.595;57;0.140351
05.578;05.596;61;0.098361
05.578;05.597;14;0
05.578;05.598;24;0.041667
05.578;05.599;14;0.071429
05.578;05.600;22;0.227273
05.578;05.601;49;0.163265
05.578;05.604;55;0.145455
05.578;05.607;54;0.166667
05.578;05.611;224;0.058036
05.578;05.613;192;0.083333
05.578;05.614;45;0.111111
05.578;05.615;107;0.093458
05.578;05.616;27;0.148148
05.578;22.400;2;0.166667
05.579;05.554;610;0.147368
05.579;05.555;338;0.142694
05.579;05.556;151;0.104326
05.579;05.557;175;0.308532
05.579;05.558;101;0.081807
05.579;05.559;119;0.119816
05.579;05.560;96;0.170732
05.579;05.561;126;0.045161
05.579;05.562;95;0.227894
05.579;05.563;876;0.145527
05.579;05.564;393;0.089682
05.579;05.565;1008;0.130172
05.579;05.566;819;0.093154
05.579;05.567;217;0.053333
05.579;05.568;41;0.104053
05.579;05.569;1085;0.114173
05.579;05.570;1097;0.266522
05.579;05.571;749;0.12875
05.579;05.572;1037;0.047552
05.579;05.573;991;0.219588
05.579;05.574;891;0.025078
05.579;05.575;1050;0.069577
05.579;05.576;913;0.132743
05.579;05.577;762;0.043478
05.579;05.578;923;0.087912
05.579;05.579;0;0
05.579;05.580;63;0.031746
05.579;05.581;406;0.270936
05.579;05.582;284;0.18662
05.579;05.583;436;0.293578
05.579;05.584;109;0.275229
05.579;05.585;389;0.102828
05.579;05.586;143;0.230769
05.579;05.587;91;0.241758
05.579;05.588;31;0
05.579;05.589;255;0.203922
05.579;05.590;259;0.131274
05.579;05.591;235;0.093617
05.579;05.592;59;0.186441
05.579;05.593;45;0.066667
05.579;05.594;31;0.096774
05.579;05.595;98;0.091837
05.579;05.596;94;0.074468
05.579;05.597;76;0.210526
05.579;05.598;49;0.102041
05.579;05.599;54;0.12963
05.579;05.600;32;0.09375
05.579;05.601;110;0.136364
05.579;05.604;22;0.045455
05.579;05.607;21;0.047619
05.579;05.611;380;0.081579
05.579;05.613;396;0.058081
05.579;05.614;65;0.123077
05.579;05.615;206;0.048544
05.579;05.616;80;0.2875
05.579;22.400;4;0.086538
05.580;05.554;800;0.142857
05.580;05.555;715;0.128205
05.580;05.556;970;0.131078
05.580;05.557;319;0.174419
05.580;05.558;733;0.089385
05.580;05.559;113;0.105541
05.580;05.560;92;0.115385
05.580;05.561;91;0.111111
05.580;05.562;208;0.027972
05.580;05.563;84;0.137116
05.580;05.564;78;0.087438
05.580;05.565;473;0.037406
05.580;05.566;86;0.117647
05.580;05.567;179;0.094241
05.580;05.568;758;0.229508
05.580;05.569;208;0.044574
05.580;05.570;126;0.059748
05.580;05.571;143;0.11413
05.580;05.572;423;0.032258
05.580;05.573;812;0.129496
05.580;05.574;401;0.099174
05.580;05.575;51;0.107843
05.580;05.576;191;0.092199
05.580;05.577;61;0.149533
05.580;05.578;516;0.091928
05.580;05.579;318;0.068249
05.580;05.580;0;0
05.580;05.581;11;0.090909
05.580;05.582;123;0.162602
05.580;05.583;20;0.05
05.580;05.584;322;0.167702
05.580;05.585;110;0.145455
05.580;05.586;44;0.113636
05.580;05.587;10;0
05.580;05.588;38;0.105263
05.580;05.589;188;0.180851
05.580;05.590;69;0.144928
05.580;05.591;25;0
05.580;05.592;7;0.13099
05.580;05.593;93;0.139785
05.580;05.594;91;0.263736
05.580;05.595;65;0.169231
05.580;05.596;75;0.146667
05.580;05.597;3;0.03022
05.580;05.598;9;0.135638
05.580;05.599;3;0.230769
05.580;05.600;26;0.192308
05.580;05.601;46;0.282609
05.580;05.604;94;0.12766
05.580;05.607;103;0.15534
05.580;05.611;88;0.159091
05.580;05.613;340;0.164706
05.580;05.614;23;0.043478
05.580;05.615;61;0.098361
05.580;05.616;77;0.285714
05.580;22.400;5;0.336301
05.581;05.554;184;0.200521
05.581;05.555;186;0.040197
05.581;05.556;139;0.127049
05.581;05.557;121;0.054524
05.581;05.558;102;0.014887
05.581;05.559;141;0.122157
05.581;05.560;107;0.133406
05.581;05.561;892;0.358374
05.581;05.562;337;0.149948
05.581;05.563;313;0.036735
05.581;05.564;728;0.201871
05.581;05.565;376;0.001403
05.581;05.566;39;0.033047
05.581;05.567;3482;0.127907
05.581;05.568;1920;0.110092
05.581;05.569;2438;0.095238
05.581;05.570;2928;0.048872
05.581;05.571;1669;0.15625
05.581;05.572;3493;0.166667
05.581;05.573;1187;0.150905
05.581;05.574;922;0.163265
05.581;05.575;2436;0.071942
05.581;05.576;967;0.046296
